,short_name,age,nationality_name,height_cm,weight_kg,overall,value_eur,wage_eur,club_name
344,J. Brandt,25,Germany,185,83,81,36000000.0,64000.0,Borussia Dortmund
345,J. Musso,27,Argentina,191,93,81,23500000.0,44000.0,Atalanta
346,J. Correa,26,Argentina,189,75,81,31000000.0,76000.0,Inter
347,Iñaki Williams,27,Spain,186,80,81,30000000.0,39000.0,Athletic Club de Bilbao
348,M. Politano,27,Italy,171,67,81,27500000.0,74000.0,Napoli
349,Morales,33,Spain,180,70,81,16500000.0,41000.0,Levante Unión Deportiva
350,D. Djené,29,Togo,178,72,81,24000000.0,36000.0,Getafe CF
351,H. Hateboer,27,Netherlands,185,72,81,25000000.0,55000.0,Atalanta
352,M. Dúbravka,32,Slovakia,190,80,81,13000000.0,40000.0,Newcastle United
353,D. van de Beek,24,Netherlands,184,74,81,38500000.0,110000.0,Manchester United
354,D. Calvert-Lewin,24,England,187,71,81,37500000.0,90000.0,Everton
355,H. Lozano,25,Mexico,175,70,81,31000000.0,77000.0,Napoli
356,David Soria,28,Spain,192,85,81,20500000.0,30000.0,Getafe CF
357,K. Phillips,25,England,178,72,81,32500000.0,82000.0,Leeds United
358,Gonçalo Guedes,24,Portugal,179,68,81,39000000.0,39000.0,Valencia CF
359,K. Laimer,24,Austria,180,72,81,33500000.0,65000.0,RB Leipzig
360,N. Pépé,26,Côte d'Ivoire,183,73,81,30500000.0,95000.0,Arsenal
361,N. Mukiele,23,France,187,84,81,34500000.0,65000.0,RB Leipzig
362,G. Lo Celso,25,Argentina,177,68,81,35500000.0,95000.0,Tottenham Hotspur
363,Álex Remiro,26,Spain,191,83,81,26000000.0,31000.0,Real Sociedad
364,Yeray,26,Spain,182,79,81,28000000.0,33000.0,Athletic Club de Bilbao
365,L. Pellegrini,25,Italy,186,77,81,38000000.0,61000.0,Roma
366,Juiano Mestres,25,Brazil,181,82,81,25000000.0,41000.0,Clube Atlético Mineiro
367,Adryan Zonta,29,Brazil,172,68,81,22500000.0,24000.0,RB Bragantino
368,Rosberto Dourado,21,Brazil,175,70,81,27000000.0,26000.0,Sport Club Corinthians Paulista
369,Louri Beretta,29,Brazil,188,83,81,25500000.0,28000.0,RB Bragantino
370,Welington Dano,21,Brazil,178,69,81,27500000.0,31000.0,Clube Atlético Mineiro
371,Oswaldinato,29,Brazil,184,79,81,25500000.0,56000.0,Flamengo
372,R. Malinovskyi,28,Ukraine,181,79,81,26500000.0,68000.0,Atalanta
373,C. Nkunku,23,France,179,72,81,39000000.0,72000.0,RB Leipzig
374,Lucas Paquetá,23,Brazil,180,72,81,38500000.0,65000.0,Olympique Lyonnais
375,Carlos Soler,24,Spain,180,76,81,51500000.0,39000.0,Valencia CF
376,H. Barnes,23,England,180,66,81,35000000.0,95000.0,Leicester City
377,H. Aouar,23,France,175,70,81,38500000.0,65000.0,Olympique Lyonnais
378,M. Lazzari,27,Italy,174,67,81,25000000.0,64000.0,Lazio
379,R. James,21,England,178,87,81,37000000.0,76000.0,Chelsea
380,Cucurella,22,Spain,172,66,81,41500000.0,63000.0,Brighton & Hove Albion
381,Pedro Gonçalves,23,Portugal,173,65,81,51500000.0,19000.0,Sporting CP
382,M. Diaby,21,France,170,68,81,52500000.0,52000.0,Bayer 04 Leverkusen
383,Reguilón,24,Spain,178,68,81,32500000.0,79000.0,Tottenham Hotspur
384,E. Tapsoba,22,Burkina Faso,194,85,81,48500000.0,49000.0,Bayer 04 Leverkusen
385,D. Kulusevski,21,Sweden,186,75,81,58000000.0,72000.0,Juventus
386,Renan Lodi,23,Brazil,173,70,81,36500000.0,49000.0,Atlético de Madrid
387,Pedri,18,Spain,174,61,81,54000000.0,51000.0,FC Barcelona
388,G. Buffon,43,Italy,192,92,80,2300000.0,18000.0,Parma
389,G. Ochoa,35,Mexico,190,85,80,2300000.0,27000.0,Club América
390,I. Akinfeev,35,Russia,186,78,80,2300000.0,26000.0,PFC CSKA Moscow
391,João Moutinho,34,Portugal,170,61,80,9500000.0,88000.0,Wolverhampton Wanderers
392,J. Evans,33,Northern Ireland,188,77,80,10000000.0,95000.0,Leicester City
393,Raúl García,34,Spain,184,83,80,10500000.0,36000.0,Athletic Club de Bilbao
394,M. Hamšík,33,Slovakia,183,73,80,13000000.0,35000.0,Trabzonspor
395,D. Wass,32,Denmark,181,74,80,14500000.0,38000.0,Valencia CF
396,S. Mignolet,33,Belgium,193,87,80,7000000.0,24000.0,Club Brugge KV
397,Marcelo,33,Brazil,174,75,80,11000000.0,135000.0,Real Madrid CF
398,D. Payet,34,France,175,77,80,10000000.0,51000.0,Olympique de Marseille
399,M. Benatia,34,Morocco,189,94,80,7000000.0,19000.0,Fatih Karagümrük S.K.
400,Nacho Monreal,35,Spain,180,77,80,6500000.0,26000.0,Real Sociedad
401,R. Nainggolan,33,Belgium,176,65,80,13000000.0,29000.0,Royal Antwerp FC
402,D. Godín,35,Uruguay,187,78,80,5500000.0,27000.0,Cagliari
403,F. Muslera,35,Uruguay,190,74,80,2300000.0,32000.0,Galatasaray SK
404,A. Ogbonna,33,Italy,191,86,80,10000000.0,70000.0,West Ham United
405,A. Sánchez,32,Chile,168,62,80,17000000.0,105000.0,Inter
406,José Callejón,34,Spain,178,73,80,10000000.0,61000.0,Fiorentina
407,A. Ramsey,30,Wales,183,76,80,20000000.0,81000.0,Juventus
408,Rafael Tolói,30,Italy,185,75,80,17500000.0,51000.0,Atalanta
409,R. Bürki,30,Switzerland,187,85,80,14000000.0,46000.0,Borussia Dortmund
410,F. Coquelin,30,France,176,74,80,20000000.0,39000.0,Villarreal CF
411,Guaita,34,Spain,190,80,80,3600000.0,48000.0,Crystal Palace
412,E. Salvio,30,Argentina,173,71,80,20500000.0,23000.0,Boca Juniors
413,R. Pereyra,30,Argentina,182,77,80,20000000.0,23000.0,Udinese Calcio
414,E. Pérez,35,Argentina,178,77,80,6000000.0,15000.0,River Plate
415,N. Lodeiro,32,Uruguay,170,69,80,16500000.0,12000.0,Seattle Sounders FC
416,G. Krychowiak,31,Poland,187,84,80,,,
417,M. Perin,28,Italy,188,77,80,18000000.0,64000.0,Juventus
418,Sérgio Oliveira,29,Portugal,181,78,80,20500000.0,19000.0,FC Porto
419,Bartra,30,Spain,184,73,80,17500000.0,28000.0,Real Betis Balompié
420,Pablo Sarabia,29,Spain,174,70,80,20500000.0,95000.0,Sporting CP
421,C. Bakambu,30,Congo DR,182,74,80,20500000.0,30000.0,Beijing Guoan FC
422,C. Aránguiz,32,Chile,171,68,80,14000000.0,53000.0,Bayer 04 Leverkusen
423,João Pedro,29,Brazil,184,73,80,21000000.0,46000.0,Cagliari
424,Ismaily,31,Brazil,177,86,80,15500000.0,1000.0,Shakhtar Donetsk
425,A. Mandi,29,Algeria,184,78,80,19500000.0,37000.0,Villarreal CF
426,Rafinha,28,Brazil,174,71,80,21000000.0,86000.0,Paris Saint-Germain
427,M. Hinteregger,28,Austria,184,83,80,18000000.0,34000.0,Eintracht Frankfurt
428,R. Freuler,29,Switzerland,180,80,80,20500000.0,58000.0,Atalanta
429,J. Draxler,27,Germany,187,77,80,24500000.0,83000.0,Paris Saint-Germain
430,D. Demme,29,Germany,172,71,80,18000000.0,66000.0,Napoli
431,Š. Vrsaljko,29,Croatia,181,76,80,18500000.0,56000.0,Atlético de Madrid
432,Pozuelo,29,Spain,170,63,80,20500000.0,13000.0,Toronto FC
433,K. Fortounis,28,Greece,183,70,80,21000000.0,2000.0,Olympiacos CFP
434,E. Zahavi,33,Israel,182,71,80,13500000.0,26000.0,PSV
435,F. Thauvin,28,France,179,70,80,21000000.0,64000.0,Tigres U.A.N.L.
436,S. Umtiti,27,France,182,75,80,19500000.0,125000.0,FC Barcelona
437,T. Savanier,29,France,172,69,80,20500000.0,35000.0,Montpellier Hérault SC
438,S. Haller,27,Côte d'Ivoire,190,82,80,24500000.0,23000.0,Ajax
439,Z. Feddal,31,Morocco,192,84,80,14500000.0,17000.0,Sporting CP
440,E. Andrada,30,Argentina,194,83,80,16000000.0,43000.0,CF Monterrey
441,M. Keane,28,England,191,82,80,20000000.0,84000.0,Everton
442,Roger,30,Spain,179,74,80,20500000.0,38000.0,Levante Unión Deportiva
443,J. Martínez,28,Venezuela,170,69,80,21500000.0,14000.0,Atlanta United
444,Q. Promes,29,Netherlands,174,72,80,20500000.0,68000.0,Spartak Moskva
445,G. Laborde,27,France,181,78,80,24500000.0,59000.0,Stade Rennais FC
446,Pacheco,29,Spain,186,81,80,17500000.0,25000.0,Deportivo Alavés
447,Jonny,27,Spain,170,70,80,22000000.0,81000.0,Wolverhampton Wanderers
448,D. Alli,25,England,188,80,80,26500000.0,90000.0,Tottenham Hotspur
449,T. Strakosha,26,Albania,193,78,80,21000000.0,48000.0,Lazio
450,P. Max,27,Germany,177,77,80,22000000.0,22000.0,PSV
451,João Mário,28,Portugal,179,73,80,21000000.0,19000.0,SL Benfica
452,A. Christensen,25,Denmark,187,81,80,28000000.0,95000.0,Chelsea
453,F. Armani,34,Argentina,189,88,80,3600000.0,17000.0,River Plate
454,W. Benítez,28,Argentina,191,93,80,18000000.0,32000.0,OGC Nice
455,G. Rulli,29,Argentina,189,84,80,14500000.0,31000.0,Villarreal CF
456,Capa,29,Spain,175,75,80,18500000.0,32000.0,Athletic Club de Bilbao
457,G. Di Lorenzo,27,Italy,183,83,80,20500000.0,63000.0,Napoli
458,C. Tolisso,26,France,181,81,80,24500000.0,78000.0,FC Bayern München
459,Embarba,29,Spain,173,68,80,20500000.0,26000.0,RCD Espanyol de Barcelona
460,J. Denayer,26,Belgium,184,80,80,24500000.0,64000.0,Olympique Lyonnais
461,N. Keïta,26,Guinea,172,64,80,27500000.0,110000.0,Liverpool
462,Pau López,26,Spain,189,77,80,16500000.0,44000.0,Olympique de Marseille
463,V. Lindelöf,26,Sweden,187,80,80,23000000.0,105000.0,Manchester United
464,L. Klostermann,25,Germany,187,88,80,26500000.0,67000.0,RB Leipzig
465,Everton,25,Brazil,174,72,80,28000000.0,17000.0,SL Benfica
466,S. Lainer,28,Austria,175,73,80,19000000.0,34000.0,Borussia Mönchengladbach
467,J. Rodríguez,27,Uruguay,177,79,80,23000000.0,79000.0,Cruz Azul
468,L. Torreira,25,Uruguay,166,60,80,26500000.0,77000.0,Fiorentina
469,Borja Iglesias,28,Spain,187,86,80,21500000.0,34000.0,Real Betis Balompié
470,Joan Jordán,26,Spain,183,74,80,24500000.0,33000.0,Sevilla FC
471,J. Bamba,25,France,175,70,80,28000000.0,42000.0,LOSC Lille
472,Álex Berenguer,25,Spain,175,73,80,25000000.0,32000.0,Athletic Club de Bilbao
473,S. Bergwijn,23,Netherlands,178,78,80,30000000.0,82000.0,Tottenham Hotspur
474,K. Tierney,24,Scotland,178,70,80,31000000.0,69000.0,Arsenal
475,I. Bennacer,23,Algeria,175,70,80,30000000.0,41000.0,AC Milan
476,M. Dmitrović,29,Serbia,194,94,80,16000000.0,26000.0,Sevilla FC
477,O. Zinchenko,24,Ukraine,175,64,80,29500000.0,95000.0,Manchester City
478,Nélson Semedo,27,Portugal,177,69,80,22000000.0,81000.0,Wolverhampton Wanderers
479,M. Akanji,25,Switzerland,187,91,80,25000000.0,54000.0,Borussia Dortmund
480,D. Zakaria,24,Switzerland,191,81,80,30500000.0,28000.0,Borussia Mönchengladbach
481,G. Mancini,25,Italy,190,77,80,26500000.0,52000.0,Roma
482,S. Sensi,25,Italy,168,62,80,27500000.0,95000.0,Inter
483,Gerson,24,Brazil,184,72,80,30000000.0,41000.0,Olympique de Marseille
484,Maikel Catarino,25,Brazil,177,75,80,21000000.0,33000.0,Sport Club Corinthians Paulista
485,Héniton Pires,25,Brazil,182,74,80,17000000.0,33000.0,Flamengo
486,Laure Santeiro,21,Brazil,171,63,80,25000000.0,23000.0,Fluminense
487,Tony Abranjes,33,Brazil,179,80,80,10000000.0,32000.0,Internacional
488,Renato Sanches,23,Portugal,176,70,80,33000000.0,38000.0,LOSC Lille
489,D. Malen,22,Netherlands,179,78,80,33000000.0,59000.0,Borussia Dortmund
490,Ç. Söyüncü,25,Turkey,185,82,80,25000000.0,88000.0,Leicester City
491,V. Osimhen,22,Nigeria,185,78,80,43000000.0,66000.0,Napoli
492,X. Schlager,23,Austria,174,76,80,27500000.0,53000.0,VfL Wolfsburg
493,D. Henderson,24,England,188,85,80,36000000.0,70000.0,Manchester United
494,N. Mazraoui,23,Morocco,183,62,80,29500000.0,17000.0,Ajax
495,J. Pavlenka,29,Czech Republic,196,81,80,17500000.0,14000.0,SV Werder Bremen
496,B. Kamara,21,France,184,68,80,31000000.0,30000.0,Olympique de Marseille
497,S. McTominay,24,Scotland,193,88,80,27500000.0,90000.0,Manchester United
498,A. Bastoni,22,Italy,190,75,80,44500000.0,77000.0,Inter
499,Vinícius Jr.,20,Brazil,176,73,80,46500000.0,120000.0,Real Madrid CF
500,M. Gómez,24,Uruguay,186,84,80,32000000.0,40000.0,Valencia CF
501,R. Baku,23,Germany,176,75,80,32000000.0,59000.0,VfL Wolfsburg
502,Unai Núñez,24,Spain,186,81,80,27000000.0,26000.0,Athletic Club de Bilbao
503,L. Díaz,24,Colombia,180,73,80,33500000.0,16000.0,FC Porto
504,N. Vlašić,23,Croatia,178,79,80,33500000.0,66000.0,West Ham United
505,Pedro Porro,21,Spain,176,71,80,40500000.0,80000.0,Sporting CP
506,V. Tsygankov,23,Ukraine,178,72,80,33500000.0,1000.0,Dynamo Kyiv
507,V. Coufal,28,Czech Republic,175,76,80,19000000.0,73000.0,West Ham United
508,B. Saka,19,England,178,65,80,45500000.0,50000.0,Arsenal
509,Iniesta,37,Spain,171,68,79,5500000.0,10000.0,Vissel Kobe
510,J. Milner,35,England,175,70,79,7000000.0,76000.0,Liverpool
511,F. Ribéry,38,France,170,72,79,6000000.0,41000.0,US Salernitana 1919
512,B. Costil,33,France,187,82,79,5500000.0,24000.0,FC Girondins de Bordeaux
513,B. Gomis,35,France,186,86,79,7500000.0,38000.0,Al Hilal
514,M. Dembélé,33,Belgium,185,85,79,11000000.0,21000.0,Guangzhou City
515,B. Matuidi,34,France,180,75,79,6000000.0,11000.0,Inter Miami CF
516,A. Candreva,34,Italy,180,70,79,8000000.0,25000.0,U.C. Sampdoria
517,D. Ospina,32,Colombia,183,80,79,8500000.0,48000.0,Napoli
518,M. Özil,32,Germany,180,71,79,14000000.0,55000.0,Fenerbahçe SK
519,N. Guzmán,35,Argentina,193,94,79,1900000.0,26000.0,Tigres U.A.N.L.
520,O. Giroud,34,France,193,91,79,8500000.0,48000.0,AC Milan
521,G. Sigurðsson,31,Iceland,186,77,79,14500000.0,83000.0,Everton
522,Montoro,33,Spain,181,72,79,8500000.0,26000.0,Granada CF
523,Y. M'Vila,31,France,182,80,79,12500000.0,2000.0,Olympiacos CFP
524,Rafael Carioca,32,Brazil,181,78,79,11500000.0,49000.0,Tigres U.A.N.L.
525,M. Suárez,33,Argentina,183,75,79,11000000.0,24000.0,River Plate
526,Iborra,33,Spain,190,80,79,8500000.0,34000.0,Villarreal CF
527,A. Cresswell,31,England,175,66,79,12500000.0,66000.0,West Ham United
528,B. Mee,31,England,180,82,79,12000000.0,39000.0,Burnley
529,L. de Jong,30,Netherlands,188,86,79,17000000.0,34000.0,FC Barcelona
530,Illarramendi,31,Spain,179,74,79,12500000.0,34000.0,Real Sociedad
531,M. Antonio,31,Jamaica,178,82,79,15000000.0,79000.0,West Ham United
532,M. Silvestri,30,Italy,191,80,79,11500000.0,16000.0,Udinese Calcio
533,S. El Shaarawy,28,Italy,178,73,79,17500000.0,64000.0,Roma
534,N. Matić,32,Serbia,194,83,79,11500000.0,100000.0,Manchester United
535,Ander Herrera,31,Spain,182,71,79,14500000.0,78000.0,Paris Saint-Germain
536,Gao Late,30,China PR,185,78,79,17000000.0,32000.0,Guangzhou FC
537,C. Wood,29,New Zealand,191,92,79,17500000.0,48000.0,Burnley
538,Ai Kesen,31,China PR,180,77,79,15000000.0,32000.0,Guangzhou FC
539,Marcos Alonso,30,Spain,188,85,79,15000000.0,95000.0,Chelsea
540,Mario Gaspar,30,Spain,180,77,79,15000000.0,34000.0,Villarreal CF
541,L. Rodríguez,36,Argentina,168,71,79,6000000.0,18000.0,Gimnasia y Esgrima La Plata
542,N. Gudelj,29,Serbia,187,73,79,15000000.0,30000.0,Sevilla FC
543,X. Shaqiri,29,Switzerland,169,72,79,17000000.0,75000.0,Olympique Lyonnais
544,Y. El Arabi,34,Morocco,182,84,79,8500000.0,2000.0,Olympiacos CFP
545,R. Gikiewicz,33,Poland,190,81,79,5500000.0,23000.0,FC Augsburg
546,C. Wilson,29,England,180,66,79,17500000.0,53000.0,Newcastle United
547,Germán,34,Spain,187,82,79,5500000.0,26000.0,Granada CF
548,Rodrigo,30,Spain,182,77,79,17000000.0,83000.0,Leeds United
549,A. Oxlade-Chamberlain,27,England,175,70,79,18500000.0,100000.0,Liverpool
550,D. D'Ambrosio,32,Italy,180,75,79,11500000.0,85000.0,Inter
551,Lucas Pérez,32,Spain,180,73,79,14000000.0,28000.0,Elche CF
552,G. Xhaka,28,Switzerland,185,82,79,15500000.0,80000.0,Arsenal
553,Cristian Tello,29,Spain,178,65,79,17000000.0,30000.0,Real Betis Balompié
554,B. Lecomte,30,France,187,78,79,13000000.0,41000.0,Atlético de Madrid
555,G. Kondogbia,28,Central African Republic,188,76,79,17500000.0,58000.0,Atlético de Madrid
556,C. Coady,28,England,186,80,79,17500000.0,80000.0,Wolverhampton Wanderers
557,E. Dier,27,England,190,90,79,17500000.0,81000.0,Tottenham Hotspur
558,Deulofeu,27,Spain,177,73,79,18500000.0,22000.0,Udinese Calcio
559,Sergi Darder,27,Spain,180,71,79,20000000.0,24000.0,RCD Espanyol de Barcelona
560,W. Boly,30,Côte d'Ivoire,195,97,79,14500000.0,76000.0,Wolverhampton Wanderers
561,K. Bellarabi,31,Germany,184,81,79,14500000.0,60000.0,Bayer 04 Leverkusen
562,Álvaro,31,Spain,182,75,79,12000000.0,40000.0,Olympique de Marseille
563,A. Carrillo,30,Peru,182,78,79,17000000.0,46000.0,Al Hilal
564,D. Klaassen,28,Netherlands,179,70,79,17500000.0,21000.0,Ajax
565,C. Kramer,30,Germany,191,76,79,14500000.0,31000.0,Borussia Mönchengladbach
566,Edgar Badia,29,Spain,180,70,79,13500000.0,20000.0,Elche CF
567,S. Arias,29,Colombia,178,72,79,15500000.0,53000.0,Granada CF
568,R. Ruidíaz,30,Peru,169,66,79,17000000.0,13000.0,Seattle Sounders FC
569,B. Mendy,26,France,185,85,79,19000000.0,105000.0,Manchester City
570,B. Davies,28,Wales,182,76,79,16000000.0,85000.0,Tottenham Hotspur
571,T. Stepanenko,31,Ukraine,181,80,79,12500000.0,1000.0,Shakhtar Donetsk
572,A. Plea,28,France,181,79,79,18000000.0,38000.0,Borussia Mönchengladbach
573,Manu Trigueros,29,Spain,178,75,79,17000000.0,39000.0,Villarreal CF
574,Kepa,26,Spain,186,88,79,19000000.0,76000.0,Chelsea
575,J. Lingard,28,England,175,60,79,17500000.0,115000.0,Manchester United
576,Matheus,28,Brazil,190,84,79,15000000.0,15000.0,SC Braga
577,A. Doucouré,28,France,184,76,79,17500000.0,87000.0,Everton
578,B. Djimsiti,28,Albania,190,83,79,17500000.0,51000.0,Atalanta
579,C. Günter,28,Germany,184,83,79,16000000.0,32000.0,Sport-Club Freiburg
580,De Tomás,26,Spain,180,79,79,23000000.0,26000.0,RCD Espanyol de Barcelona
581,J. Hofmann,28,Germany,176,73,79,17500000.0,35000.0,Borussia Mönchengladbach
582,J. Quintero,28,Colombia,169,65,79,17500000.0,17000.0,Shenzhen FC
583,K. Mbabu,26,Switzerland,184,83,79,21000000.0,59000.0,VfL Wolfsburg
584,C. Mbemba,26,Congo DR,182,82,79,20500000.0,16000.0,FC Porto
585,Rubén García,27,Spain,171,71,79,18500000.0,33000.0,CA Osasuna
586,Rubén Peña,29,Spain,170,65,79,15500000.0,35000.0,Villarreal CF
587,K. Demirbay,27,Germany,183,73,79,18500000.0,55000.0,Bayer 04 Leverkusen
588,V. Grifo,28,Italy,180,76,79,17500000.0,35000.0,Sport-Club Freiburg
589,P. Onuachu,27,Nigeria,201,93,79,20500000.0,23000.0,KRC Genk
590,F. Bernardeschi,27,Italy,185,77,79,18500000.0,77000.0,Juventus
591,José Sá,28,Portugal,192,84,79,15000000.0,65000.0,Wolverhampton Wanderers
592,Ricardo Horta,26,Portugal,173,63,79,21000000.0,20000.0,SC Braga
593,M. Uribe,30,Colombia,182,71,79,17000000.0,17000.0,FC Porto
594,A. Izzo,29,Italy,183,81,79,16000000.0,47000.0,Torino F.C.
595,D. Zappacosta,29,Italy,182,75,79,15500000.0,51000.0,Atalanta
596,A. Saint-Maximin,24,France,173,67,79,26500000.0,41000.0,Newcastle United
597,Paulinho,28,Portugal,188,84,79,18000000.0,19000.0,Sporting CP
598,M. Dahoud,25,Germany,178,68,79,23000000.0,56000.0,Borussia Dortmund
599,H. Traoré,29,Mali,175,71,79,15500000.0,49000.0,Stade Rennais FC
600,T. Bakayoko,26,France,189,85,79,19500000.0,95000.0,AC Milan
601,Munir,25,Morocco,175,69,79,21000000.0,33000.0,Sevilla FC
602,Y. Mina,26,Colombia,195,94,79,19000000.0,76000.0,Everton
603,R. Tapia,25,Peru,185,80,79,22000000.0,25000.0,RC Celta de Vigo
604,D. Sánchez,25,Colombia,187,79,79,19500000.0,77000.0,Tottenham Hotspur
605,N. Elvedi,24,Switzerland,189,81,79,22500000.0,26000.0,Borussia Mönchengladbach
606,J. Weigl,25,Germany,186,80,79,23000000.0,16000.0,SL Benfica
607,T. Castagne,25,Belgium,180,80,79,21500000.0,84000.0,Leicester City
608,G. Arias,33,Chile,188,82,79,5500000.0,18000.0,Racing Club
609,Mata,32,Spain,185,79,79,14000000.0,36000.0,Getafe CF
610,R. Aguilar,28,France,172,71,79,16000000.0,53000.0,AS Monaco
611,A. Marušić,28,Montenegro,185,85,79,16000000.0,59000.0,Lazio
612,R. Bensebaini,26,Algeria,186,82,79,21000000.0,31000.0,Borussia Mönchengladbach
613,Z. Çelik,24,Turkey,180,78,79,22000000.0,32000.0,LOSC Lille
614,A. Meret,24,Italy,190,83,79,30000000.0,40000.0,Napoli
615,E. Bailly,27,Côte d'Ivoire,186,77,79,17500000.0,100000.0,Manchester United
616,A. Golovin,25,Russia,180,69,79,24500000.0,53000.0,AS Monaco
617,E. Buendía,24,Argentina,172,65,79,26500000.0,61000.0,Aston Villa
618,Aritz Elustondo,27,Spain,180,71,79,18500000.0,34000.0,Real Sociedad
619,U. Çakır,25,Turkey,191,82,79,19000000.0,23000.0,Trabzonspor
620,Pablo Fornals,25,Spain,178,67,79,23000000.0,69000.0,West Ham United
621,B. Pavard,25,France,186,81,79,21500000.0,64000.0,FC Bayern München
622,M. Thuram,23,France,192,88,79,27500000.0,29000.0,Borussia Mönchengladbach
623,E. Ávila,27,Argentina,172,81,79,20500000.0,36000.0,CA Osasuna
624,K. Dolberg,23,Denmark,187,84,79,25500000.0,37000.0,OGC Nice
625,Ronaldo Esler,21,Brazil,168,65,79,19000000.0,12000.0,Fortaleza
626,Adnan Vidual,29,Brazil,175,70,79,15500000.0,32000.0,Internacional
627,Everton Andrão,25,Brazil,177,75,79,17000000.0,26000.0,Fluminense
628,Melvin Parrela,21,Brazil,188,88,79,18500000.0,15000.0,RB Bragantino
629,Gabri Prestão,29,Brazil,186,80,79,12000000.0,26000.0,Internacional
630,Luimo Boas Santos,21,Brazil,176,73,79,21000000.0,27000.0,Santos
631,L. Jović,23,Serbia,182,85,79,27000000.0,130000.0,Real Madrid CF
632,Gabriel,23,Brazil,190,87,79,24000000.0,65000.0,Arsenal
633,M. Arambarri,25,Uruguay,175,74,79,23500000.0,29000.0,Getafe CF
634,D. Kamada,24,Japan,184,76,79,24000000.0,29000.0,Eintracht Frankfurt
635,F. Tomori,23,England,185,79,79,25000000.0,35000.0,AC Milan
636,Zubeldia,24,Spain,181,73,79,24000000.0,29000.0,Real Sociedad
637,Odriozola,25,Spain,176,66,79,21500000.0,120000.0,Fiorentina
638,P. Schick,25,Czech Republic,191,85,79,23500000.0,57000.0,Bayer 04 Leverkusen
639,J. Ikoné,23,France,175,73,79,25000000.0,36000.0,LOSC Lille
640,G. Kobel,23,Switzerland,195,88,79,21500000.0,36000.0,Borussia Dortmund
